#DtalgebraSet2
"-2.08","Šî’ê08","decimal","#","#"
"!%N","Šî’ê0d","boolean","#","#"
" !%•¶Žš—ñ24","Šî’ê04","string","#","#"
"-2.11","Šî’ê0b","decimal","#","#"
"false","Šî’ê07","boolean","#","#"
"-2.12","Šî’ê0c","decimal","#","#"
"false","Šî’ê0b","boolean","#","#"
"-2.04","Šî’ê04","decimal","#","#"
"true","Šî’ê04","boolean","#","#"
"•¶Žš—ñ!%27","Šî’ê07","string","#","#"
"•¶Žš—ñ28","Šî’ê08","string","#","#"
"•¶Žš—ñ23","Šî’ê03","string","#","#"
"false","Šî’ê08","boolean","#","#"
"•¶Žš—ñ2b","Šî’ê0b","string","#","#"
"!%!%•¶Žš—ñ2c","Šî’ê0c","string","#","#"
"-2.07","Šî’ê07","decimal","#","#"
"false","Šî’ê0c","boolean","#","#"
"!%!%!%•¶Žš—ñ2d","Šî’ê0d","string","#","#"

,Šî’ê01,string,#,#
false,Šî’ê0a,boolean,#,#
false,Šî’ê02,boolean,#,#
3.05,Šî’ê05,decimal,#,#
true,Šî’ê05,boolean,#,#
3.09,Šî’ê09,decimal,#,#
false,Šî’ê09,boolean,#,#
,Šî’ê0a,string,#,#
false,Šî’ê01,boolean,#,#
,Šî’ê02,string,#,#
3.10,Šî’ê0a,decimal,#,#
3.02,Šî’ê02,decimal,#,#
,Šî’ê0d,string,#,#
,Šî’ê06,string,#,#
3.06,Šî’ê06,decimal,#,#
true,Šî’ê06,boolean,#,#
,Šî’ê09,string,#,#
,Šî’ê05,string,#,#
3.01,Šî’ê01,decimal,#,#
3.13,Šî’ê0d,decimal,#,#
false,Šî’ê0d,boolean,#,#

"false","Šî’ê09","boolean","#","#"
"!%N","Šî’ê05","decimal","#","#"
"false","Šî’ê02","boolean","#","#"
"•¶Žš—ñ45","Šî’ê05","string","#","#"
"false","Šî’ê05","boolean","#","#"
"•¶Žš—ñ42","Šî’ê02","string","#","#"
"•¶Žš—ñ49","Šî’ê09","string","#","#"
"!%N","Šî’ê02","decimal","#","#"
"!%N","Šî’ê09","decimal","#","#"

,Šî’ê01,decimal,#,#
,Šî’ê0b,boolean,#,#
,Šî’ê0d,string,#,#
!%N,Šî’ê03,decimal,#,#
!%N,Šî’ê08,boolean,#,#
!%N,Šî’ê0a,string,#,#
!%n,Šî’ê03,boolean,#,#
!%n,Šî’ê07,string,#,#
!%n,Šî’ê03,string,#,#
,Šî’ê07,decimal,#,#
,Šî’ê08,decimal,#,#
"","Šî’ê0a","decimal","#","#"
"","Šî’ê0a","boolean","#","#"
"","Šî’ê0b","string","#","#"
"!%N","Šî’ê01","boolean","#","#"
"!%N","Šî’ê07","boolean","#","#"
"!%N","Šî’ê08","string","#","#"
"!%n","Šî’ê0b","decimal","#","#"
"!%n","Šî’ê0d","decimal","#","#"
"!%n","Šî’ê0d","boolean","#","#"
"!%n","Šî’ê01","string","#","#"

•¶Žš—ñ08,Šî’ê08,string,#,#
-0.2108,Šî’ê08,decimal,#,#
false,Šî’ê08,boolean,#,#
!%!%!%!%•¶Žš—ñ02,Šî’ê02,string,#,#
123.02,Šî’ê02,decimal,#,#
false,Šî’ê02,boolean,#,#
"!%!%",Šî’ê0d,string,#,#
-1.13,Šî’ê0d,decimal,#,#
false,Šî’ê0d,boolean,#,#
 !%•¶Žš—ñ06,Šî’ê06,string,#,#
"-1006","Šî’ê06","decimal","#","#"
false,Šî’ê06,boolean,#,#
"•¶Žš—ñ!%04","Šî’ê04","string","#","#"
"-975.04","Šî’ê04","decimal","#","#"
"false","Šî’ê04","boolean","#","#"
"!%!%n","Šî’ê0c","string","#","#"
1.12,Šî’ê0c,decimal,#,#
true,Šî’ê0c,boolean,#,#
!%n,Šî’ê0b,string,#,#
0,Šî’ê0b,decimal,#,#
false,Šî’ê0b,boolean,#,#
,Šî’ê0a,string,#,#
,Šî’ê0a,decimal,#,#
,Šî’ê0a,boolean,#,#
