780,,自営業主数,千人,Y1988Q4,製造業（除く内職）
676.7,,自営業主数,千人,Y1989Q1,製造業（除く内職）
723.7,,自営業主数,千人,Y1989Q2,製造業（除く内職）
693.3,,自営業主数,千人,Y1989Q3,製造業（除く内職）
723.3,,自営業主数,千人,Y1989Q4,製造業（除く内職）
663.3,,自営業主数,千人,Y1990Q1,製造業（除く内職）
680,,自営業主数,千人,Y1990Q2,製造業（除く内職）
716.7,,自営業主数,千人,Y1990Q3,製造業（除く内職）
723.3,,自営業主数,千人,Y1990Q4,製造業（除く内職）
703.3,,自営業主数,千人,Y1991Q1,製造業（除く内職）
680,,自営業主数,千人,Y1991Q2,製造業（除く内職）
653.3,,自営業主数,千人,Y1991Q3,製造業（除く内職）
686.7,,自営業主数,千人,Y1991Q4,製造業（除く内職）
716.7,,自営業主数,千人,Y1992Q1,製造業（除く内職）
656.7,,自営業主数,千人,Y1992Q2,製造業（除く内職）
646.7,,自営業主数,千人,Y1992Q3,製造業（除く内職）
660,,自営業主数,千人,Y1992Q4,製造業（除く内職）
596.7,,自営業主数,千人,Y1993Q1,製造業（除く内職）
616.7,,自営業主数,千人,Y1993Q2,製造業（除く内職）
620,,自営業主数,千人,Y1993Q3,製造業（除く内職）
623.3,,自営業主数,千人,Y1993Q4,製造業（除く内職）
603.3,,自営業主数,千人,Y1994Q1,製造業（除く内職）
630,,自営業主数,千人,Y1994Q2,製造業（除く内職）
616.7,,自営業主数,千人,Y1994Q3,製造業（除く内職）
600,,自営業主数,千人,Y1994Q4,製造業（除く内職）
583.3,,自営業主数,千人,Y1995Q1,製造業（除く内職）
616.7,,自営業主数,千人,Y1995Q2,製造業（除く内職）
593.3,,自営業主数,千人,Y1995Q3,製造業（除く内職）
606.7,,自営業主数,千人,Y1995Q4,製造業（除く内職）
553.3,,自営業主数,千人,Y1996Q1,製造業（除く内職）
600,,自営業主数,千人,Y1996Q2,製造業（除く内職）
580,,自営業主数,千人,Y1996Q3,製造業（除く内職）
583.3,,自営業主数,千人,Y1996Q4,製造業（除く内職）
610,,自営業主数,千人,Y1997Q1,製造業（除く内職）
583.3,,自営業主数,千人,Y1997Q2,製造業（除く内職）
593.3,,自営業主数,千人,Y1997Q3,製造業（除く内職）
543.3,,自営業主数,千人,Y1997Q4,製造業（除く内職）
530,,自営業主数,千人,Y1998Q1,製造業（除く内職）
580,,自営業主数,千人,Y1998Q2,製造業（除く内職）
573.3,,自営業主数,千人,Y1998Q3,製造業（除く内職）
520,,自営業主数,千人,Y1998Q4,製造業（除く内職）
516.7,,自営業主数,千人,Y1999Q1,製造業（除く内職）
596.7,,自営業主数,千人,Y1999Q2,製造業（除く内職）
580,,自営業主数,千人,Y1999Q3,製造業（除く内職）
540,,自営業主数,千人,Y1999Q4,製造業（除く内職）
583.3,,自営業主数,千人,Y2000Q1,製造業（除く内職）
596.7,,自営業主数,千人,Y2000Q2,製造業（除く内職）
520,,自営業主数,千人,Y2000Q3,製造業（除く内職）
496.7,,自営業主数,千人,Y2000Q4,製造業（除く内職）
500,,自営業主数,千人,Y2001Q1,製造業（除く内職）
460,,自営業主数,千人,Y2001Q2,製造業（除く内職）
473.3,,自営業主数,千人,Y2001Q3,製造業（除く内職）
440,,自営業主数,千人,Y2001Q4,製造業（除く内職）
456.7,,自営業主数,千人,Y2002Q1,製造業（除く内職）
440,,自営業主数,千人,Y2002Q2,製造業（除く内職）
436.7,,自営業主数,千人,Y2002Q3,製造業（除く内職）
436.7,,自営業主数,千人,Y2002Q4,製造業（除く内職）
440.1,,自営業主数,千人,Y2003Q1,製造業（除く内職）
400,,自営業主数,千人,Y2003Q2,製造業（除く内職）
403.3,,自営業主数,千人,Y2003Q3,製造業（除く内職）
470,,自営業主数,千人,Y2003Q4,製造業（除く内職）
456.7,,自営業主数,千人,Y2004Q1,製造業（除く内職）
386.7,,自営業主数,千人,Y2004Q2,製造業（除く内職）
440,,自営業主数,千人,Y2004Q3,製造業（除く内職）
483.3,,自営業主数,千人,Y2004Q4,製造業（除く内職）
436.7,,自営業主数,千人,Y2005Q1,製造業（除く内職）
400,,自営業主数,千人,Y2005Q2,製造業（除く内職）
436.7,,自営業主数,千人,Y2005Q3,製造業（除く内職）
440,,自営業主数,千人,Y2005Q4,製造業（除く内職）
403.3,,自営業主数,千人,Y2006Q1,製造業（除く内職）
